Code;Libellé;Part des cadres et prof. intellectuelles sup. dans le nb d’emplois au LT 2021;Part des employés dans le nb d’emplois au LT 2021;Part des ouvriers dans le nb d’emplois au LT 2021;Part des artisans, commerçants, chefs d’ent. dans le nb d’emplois au LT 2021
2135;Buironfosse;2.5;23.2;57.3;6.1
2136;Burelles;0;46.8;6.4;0
2137;Bussiares;0;0;100;0
2138;Buzancy;19.3;11.9;18.4;19.3
2139;Caillouël-Crépigny;8.6;8.9;51.6;17.1
2140;Camelin;0;7.4;62;22.7
2141;La Capelle;10.4;35;22.9;2.8
2142;Castres;0;0;45.1;27.5
2143;Le Catelet;4;67.9;16;4
2144;Caulaincourt;0;0;100;0
2145;Caumont;0;31.6;68.4;0
2146;Celles-lès-Condé;0;66.7;0;33.3
2148;Celles-sur-Aisne;0;100;0;0
2149;Cerizy;0;0;67.1;32.9
2150;Cerny-en-Laonnois;0;100;0;0
2151;Cerny-lès-Bucy;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
2152;Cerseuil;0;12.4;50.5;12.4
2153;Cessières-Suzy;12.8;11.9;25.7;25.4
2154;Chacrise;7.7;15.9;52;0
2155;Chaillevois;0;48.4;0;0
2156;Chalandry;0;0;0;52.5
2157;Chambry;7.7;38.6;26.3;2.2
2158;Chamouille;4.6;43.2;29.9;1.9
2159;Champs;0;0;40;20.1
2160;Chaourse;8.1;25.1;50.2;0
2162;La Chapelle-sur-Chézy;0;66.5;0;0
2163;Charly-sur-Marne;7.7;30.5;34.8;2.9
2164;Le Charmel;0;0;0;53.6
2165;Charmes;12.2;18.6;38.9;10.7
2166;Chartèves;50.2;0;0;0
2167;Chassemy;0;26.9;17.2;40.4
2168;Château-Thierry;11.1;31.7;26.7;5
2169;Châtillon-lès-Sons;0;0;0;0
2170;Châtillon-sur-Oise;0;0;0;0
2171;Chaudardes;0;0;100;0
2172;Chaudun;0;12;52.1;23.7
2173;Chauny;11.8;35.6;20.2;4.3
2174;Chavignon;6.5;23.8;45.1;5.2
2175;Chavigny;0;33.3;0;0
2176;Chavonne;100;0;0;0
2177;Chérêt;50;0;0;0
2178;Chermizy-Ailles;0;24;27.9;0
2179;Chéry-Chartreuve;0;20.7;38.2;10.2
2180;Chéry-lès-Pouilly;0;15.6;22.8;23.4
2181;Chéry-lès-Rozoy;0;0;0;0
2182;Chevennes;0;0;50;0
2183;Chevregny;0;40;20;20
2184;Chevresis-Monceau;0;73.1;6.6;0
2185;Chézy-en-Orxois;0;0;0;19.6
2186;Chézy-sur-Marne;10.5;25.4;21.7;5.6
2187;Chierry;11.8;10.8;47.6;4.8
2188;Chigny;0;0;0;0
2189;Chivres-en-Laonnois;0;0;25.7;25.1
2190;Chivres-Val;0;25;13.1;24.7
2191;Chivy-lès-Étouvelles;13.1;9.9;50.7;4.4
2192;Chouy;0;0;79.7;0
2193;Cierges;33.3;0;0;0
2194;Cilly;0;20.4;38.8;40.8
2195;Ciry-Salsogne;9.1;10.8;53.4;6.6
2196;Clacy-et-Thierret;15.3;25.2;31.4;9.8
2197;Clairfontaine;0;25.2;29.9;6.3
2198;Clamecy;0;0;100;0
2199;Clastres;0;34.7;36.7;9.7
2200;Clermont-les-Fermes;0;47.5;21.2;0
2201;Cœuvres-et-Valsery;8.1;38;15.1;7.8
2203;Coincy;2.8;41.9;24.4;18.8
2204;Coingt;0;0;25.1;0
2205;Colligis-Crandelain;0;66.7;0;0
2206;Colonfay;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
2207;Commenchon;0;100;0;0
2208;Concevreux;0;31;69;0
2209;Condé-en-Brie;6.5;27.3;23.8;21.9
2210;Condé-sur-Aisne;0;0;100;0
2211;Condé-sur-Suippe;6.8;28.3;21.1;14.5
2212;Condren;2.1;27.1;52.5;3.8
2213;Connigis;0;22.2;31.5;14.4
2214;Contescourt;0;0;50.9;0
2215;Corbeny;9.9;29.1;29.3;10.6
2216;Corcy;0;51.4;13.7;0
2217;Coucy-le-Château-Auffrique;6.3;43.6;28.8;5.3
2218;Coucy-lès-Eppes;6.2;51.2;29.8;3.2
2219;Coucy-la-Ville;14.3;26.3;9.3;0
2220;Coulonges-Cohan;0;29.1;17.5;11.6
2221;Coupru;0;50;50;0
2222;Courbes;0;0;100;0
2223;Courboin;0;16.6;16.3;17.1
2224;Courcelles-sur-Vesle;13.6;48.3;22.8;0
2225;Courchamps;0;0;0;0
2226;Courmelles;12.9;20.9;41.9;4.9
2227;Courmont;0;50;0;0
2228;Courtemont-Varennes;5.3;37.1;16.6;12.4
2229;Courtrizy-et-Fussigny;0;50;0;50
2230;Couvrelles;0;0;40.9;19.7
2231;Couvron-et-Aumencourt;0;19.8;48.6;19.2
2232;Coyolles;4.2;39.8;25.6;0.9
2233;Cramaille;10;9.9;69.9;10.3
2234;Craonne;0;15.8;15.8;0
2235;Craonnelle;0;0;100;0
2236;Crécy-au-Mont;0;31.3;35.8;16.1
2237;Crécy-sur-Serre;9.8;36.8;21.2;7.8
2238;Crépy;5.5;41.1;15.6;8.3
2239;Crézancy;14.2;15.1;32.9;4.6
2240;Croix-Fonsomme;0;19.8;20;0
2241;La Croix-sur-Ourcq;0;49.3;50.7;0
2242;Crouttes-sur-Marne;5.8;18.5;19.5;13.7
2243;Crouy;4.6;29.9;38.1;6.5
2244;Crupilly;0;0;100;0
2245;Cuffies;16.1;19.5;26.9;8
2246;Cugny;0;33.9;11.2;43.4
2248;Cuirieux;0;0;33.3;33.3
2249;Cuiry-Housse;0;100;0;0
2250;Cuiry-lès-Chaudardes;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
2251;Cuiry-lès-Iviers;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
2252;Cuissy-et-Geny;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
2253;Cuisy-en-Almont;0;0;60.1;0
2254;Cutry;0;100;0;0
2255;Cys-la-Commune;0;48.2;0;0
2256;Dagny-Lambercy;0;0;0;25
2257;Dallon;30.9;30.9;38.3;0
2258;Dammard;7.9;27;58.9;0
2259;Dampleux;0;22.9;44.2;10.9
2260;Danizy;0;0;0;0
2261;Dercy;0;23.2;29.7;11.6
2262;Deuillet;0;0;33.7;33.1
2263;Dhuizel;0;0;42.1;0
2264;Dizy-le-Gros;0;10;32.2;25.8
2265;Dohis;0;0;0;100
2266;Dolignon;0;0;50;0
2267;Dommiers;23.2;0;5.8;21.3
2268;Domptin;0;20.1;40.1;13
2269;Dorengt;0;24.6;26.1;24.6
2270;Douchy;0;20.5;41.6;0
2271;Dravegny;0;0;20;0
2272;Droizy;0;74.5;0;0
2273;Dury;0;0;17.6;54.5
2274;Ébouleau;0;25;61.6;0
2275;Effry;0;9.3;66.6;0
2276;Englancourt;0;25;25;0
2277;Épagny;0;44.7;40.4;14.9
2278;Éparcy;0;0;0;100
2279;Épaux-Bézu;9.6;11.6;62.5;0.9
2280;Épieds;0;20.2;40.2;19.8
2281;L'Épine-aux-Bois;0;0;41.4;58.6
2282;Eppes;0;20.1;72.2;0
2283;Erlon;0;0;33.5;0
2284;Erloy;0;0;0;100
2286;Esquéhéries;0;34.6;27.1;11.5
2287;Essigny-le-Grand;3.8;25.9;37.5;8
2288;Essigny-le-Petit;0;19.2;52.1;19.1
2289;Essises;0;0;0;81.1
2290;Essômes-sur-Marne;2.6;19.3;37;5.7
2291;Estrées;0;11.8;56.7;20.2
2292;Étampes-sur-Marne;15.1;32.2;17.5;10.2
2293;Étaves-et-Bocquiaux;4.9;63.4;17.1;8.6
2294;Étouvelles;5.4;8.1;72.6;1.7
2295;Étréaupont;2.8;24.3;41.9;5.7
2296;Étreillers;2.6;44.8;20.5;0
2297;Étrépilly;0;36.2;36.2;0
2298;Étreux;2.9;40.2;25.6;5.7
2299;Évergnicourt;8.5;8.4;47.5;3.1
2302;Faverolles;0;23.2;46;7.7
2303;Fayet;6;58;13.1;6.3
2304;La Fère;9.6;44;19.6;5.5
2305;Fère-en-Tardenois;9.7;31.8;26;12.8
2306;La Ferté-Chevresis;0;38.1;0;12.1
2307;La Ferté-Milon;9.3;28.8;31;8.5
2308;Fesmy-le-Sart;0;24.7;8.5;41.4
2309;Festieux;0;48.4;31;0
2310;Fieulaine;0;16.3;32.5;18.1
2311;Filain;0;53;47;0
2312;La Flamengrie;4;25.4;35.4;13.7
2313;Flavigny-le-Grand-et-Beaurain;0;25.3;51.9;0
2315;Flavy-le-Martel;13.3;41.9;7.9;4
2316;Fleury;0;0;82.7;17.3
2317;Fluquières;0;50;0;50
2318;Folembray;9.8;16;45.3;6.4
2319;Fonsomme;0;22.1;33.5;10.9
2320;Fontaine-lès-Clercs;0;24.7;37.9;37.4
2321;Fontaine-lès-Vervins;16.6;19.8;33.1;3.8
2322;Fontaine-Notre-Dame;0;20.2;29.2;10.1
2323;Fontaine-Uterte;0;0;33.1;0
2324;Fontenelle;0;26.1;24.6;26.1
2326;Fontenoy;0;0;33.8;66.2
2327;Foreste;0;15;71.8;13.3
2328;Fossoy;14.7;28.5;16.1;5.8
2329;Fourdrain;12.4;34.5;23;14.6
2330;Francilly-Selency;0;37.2;12.3;0
2331;Franqueville;0;100;0;0
2332;Fresnes-en-Tardenois;8.2;32.6;16.5;8.6
2333;Fresnes-sous-Coucy;0;0;0;100
2334;Fresnoy-le-Grand;13;17.5;51.4;2.4
2335;Fressancourt;0;49.1;50.9;0
2336;Frières-Faillouël;0;37.3;43.7;0
2337;Froidestrées;0;0;0;0
2338;Froidmont-Cohartille;0;0;19.8;19.6
2339;Gandelu;18.8;37.3;12;18.3
2340;Gauchy;9;23;42.9;2.5
2341;Gercy;0;34.6;38.9;0
2342;Gergny;0;0;0;0
2343;Germaine;0;33;0;0
2345;Gibercourt;0;0;50;0
2346;Gizy;5.6;20.7;58.9;5.6
2347;Gland;0;16.7;40.4;25.3
2349;Goudelancourt-lès-Berrieux;50;50;0;0
2350;Goudelancourt-lès-Pierrepont;0;0;0;0
2351;Goussancourt;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
2352;Gouy;11.8;30.1;23.6;5.9
2353;Grandlup-et-Fay;0;8.1;34.4;10.1
2354;Grandrieux;0;0;75.3;24.7
2355;Gricourt;8.6;25.7;37.5;12.7
2356;Grisolles;16.2;13.7;38.5;5.6
2357;Gronard;0;0;54.6;0
2358;Grougis;0;48.6;0;0
2359;Grugies;0;17.2;38.5;33.4
2360;Villeneuve-sur-Aisne;11.3;24.5;33.2;2.8
2361;Guise;5;36.1;27.5;4.5
2362;Guivry;9.9;39.3;50.7;0
2363;Guny;3.8;12.3;23;0
2364;Guyencourt;19.6;20.5;23.5;9.6
2366;Hannapes;20.2;19.8;19.1;20.3
2367;Happencourt;0;32.6;52.7;0
2368;Haramont;0;16.6;61.9;0
2369;Harcigny;0;39.7;0;20.3
2370;Hargicourt;0;0;44.2;13.2
2371;Harly;8.7;50.1;16.9;5.9
2372;Hartennes-et-Taux;5.3;13.6;61.2;7.2
2373;Hary;19;15.7;10.7;2.6
2374;Lehaucourt;0;60.2;26.6;7.1
2375;Hautevesnes;0;0;66.8;33.2
2376;Hauteville;0;40;20;0
2377;Haution;0;24.4;23.8;0
2378;La Hérie;0;0;0;0
2379;Le Hérie-la-Viéville;0;19.8;50.1;0
2380;Hinacourt;0;0;0;0
2381;Hirson;11.1;35.7;24.6;3.7
2382;Holnon;5.5;19.8;44.2;6.5
2383;Homblières;5.6;12;63.1;7
2384;Houry;0;33.3;0;0
2385;Housset;0;50.4;49.6;0
2386;Iron;26.3;0;24.7;24.4
2387;Itancourt;8.2;13.6;57.6;0.7
2388;Iviers;0;9.8;49.3;20.4
2389;Jaulgonne;7.2;28.5;21.9;21
2390;Jeancourt;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
2391;Jeantes;0;20.1;19.9;0
2392;Joncourt;0;0;20.1;0
2393;Jouaignes;0;0;100;0
2395;Jumencourt;33.3;0;0;66.7
2396;Jumigny;0;0;0;100
2397;Jussy;7.1;18.2;57;6.1
2398;Juvigny;21.8;21.8;41;7.7
2399;Juvincourt-et-Damary;16.9;28.5;21.1;0
2400;Laffaux;0;45.6;10.8;0
2401;Laigny;0;24.6;26.2;0
2402;Lanchy;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
2403;Landifay-et-Bertaignemont;15.7;0;17.3;17.3
2404;Landouzy-la-Cour;0;0;0;0
2405;Landouzy-la-Ville;0;36.1;14.1;22.5
2406;Landricourt;0;0;0;0
2407;Laniscourt;0;33.3;0;33.3
2408;Laon;14.8;32.5;19;3.8
2409;Lappion;0;16.8;0;16.5
2410;Largny-sur-Automne;11.3;58.6;0;11.4
2411;Latilly;0;0;16.1;16.6
2412;Launoy;0;29.3;0;0
2413;Laval-en-Laonnois;14.5;14.4;14.8;29.5
2414;Lavaqueresse;0;17.4;0;0
2415;Laversine;0;60;0;0
2416;Lemé;0;0;59.3;0
2417;Lempire;0;0;0;0
2418;Lerzy;0;0;25;0
2419;Leschelle;0;12.7;24.8;12.6
2420;Lesdins;4.8;37.3;24.3;24.1
2421;Lesges;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
2422;Lesquielles-Saint-Germain;0;39;7.8;8
2423;Leuilly-sous-Coucy;24.7;0;0;25.1
2424;Leury;0;48.9;51.1;0
2425;Leuze;0;8.7;47.7;8.7
2426;Levergies;8.4;25;33.3;16.7
2427;Lhuys;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
2428;Licy-Clignon;0;0;0;0
2429;Lierval;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
2430;Liesse-Notre-Dame;5.1;36.6;28.8;2
2431;Liez;0;66.7;0;33.3
2432;Limé;0;39.1;0;0
2433;Lislet;0;47.3;25.9;10.5
2435;Logny-lès-Aubenton;0;100;0;0
2438;Longpont;0;37.9;57.3;0
2439;Les Septvallons;6.5;37.9;16.9;3.2
2440;Lor;0;48.9;25.1;0
2441;Louâtre;35.6;23.1;18.2;0
2442;Loupeigne;33.3;0;0;0
2443;Lucy-le-Bocage;0;0;49.9;17
2444;Lugny;0;31.9;0;34
2445;Luzoir;0;0;59.4;30.4
2446;Ly-Fontaine;0;0;0;66.7
2447;Maast-et-Violaine;0;0;65.8;0
2448;Mâchecourt;0;62.6;0;0
2449;Macogny;0;0;0;0
2450;Macquigny;0;14;44.1;14
2451;Magny-la-Fosse;0;0;91.4;0
2452;Maissemy;0;59.4;20.8;19.9
2453;Maizy;24.5;8.1;25.4;17.5
2454;La Malmaison;8.9;10;40.7;19.7
2455;Malzy;0;14.3;28.6;28.6
2456;Manicamp;0;40.7;0;0
2457;Marchais;2.4;24;43.3;0
2458;Dhuys et Morin-en-Brie;14;4.7;27.7;36.8
2459;Marcy;0;12.1;63.4;11.8
2460;Marcy-sous-Marle;0;50.3;24.5;0
2461;Marest-Dampcourt;0;0;51.4;32.9
2462;Mareuil-en-Dôle;0;0;100;0
2463;Marfontaine;0;0;0;100
2464;Margival;20;30.3;23.3;20.2
2465;Marigny-en-Orxois;10.1;50.3;9.3;20.1
2466;Marizy-Sainte-Geneviève;0;0;0;100
2467;Marizy-Saint-Mard;0;0;0;50
2468;Marle;6.5;32.5;29.1;5.3
2469;Marly-Gomont;12.2;34.8;12;10.3
2470;Martigny;0;0;69.2;0
2471;Martigny-Courpierre;0;0;0;0
2472;Mauregny-en-Haye;7.9;19.9;39.1;12.2
2473;Mayot;15.8;16.1;20.6;16.1
2474;Mennessis;0;49.6;0;25
2476;Mennevret;12.8;19.3;30.1;12.8
2477;Mercin-et-Vaux;9.8;22.1;36.9;7.6
2478;Merlieux-et-Fouquerolles;14.5;29.9;20.9;15
2480;Mesbrecourt-Richecourt;0;0;0;0
2481;Mesnil-Saint-Laurent;22;33.2;17.6;9.7
2482;Meurival;0;0;0;100
2483;Mézières-sur-Oise;0;46.2;35.2;4.9
2484;Mézy-Moulins;9.3;10.6;52.2;4.7
2485;Missy-aux-Bois;0;8.4;67.4;0
2486;Missy-lès-Pierrepont;0;0;100;0
2487;Missy-sur-Aisne;15.6;42.3;15.6;15.6
2488;Molain;0;59.8;20.1;0
2489;Molinchart;0;0;44.8;18.4
2490;Monampteuil;0;41;0;0
2491;Monceau-le-Neuf-et-Faucouzy;0;24.8;25.6;0
2492;Monceau-lès-Leups;0;39.5;19.6;18.8
2493;Monceau-le-Waast;10.7;45.1;11;0
2494;Monceau-sur-Oise;0;0;100;0
2495;Mondrepuis;8;12.6;46.4;0
2496;Monnes;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
2497;Mons-en-Laonnois;7.7;27.4;23.2;26.5
2498;Montaigu;10.7;26.3;20.9;21.1
2499;Montbavin;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
2500;Montbrehain;8.3;43.2;17.1;8.2
2501;Montchâlons;0;0;100;0
2502;Montcornet;4.2;33.9;38.2;8.3
2503;Mont-d'Origny;7;52.8;7;16.6
2504;Montescourt-Lizerolles;4.5;32.5;27.7;8.5
2505;Montfaucon;9.1;0;27.4;0
2506;Montgobert;0;50;0;0
2507;Montgru-Saint-Hilaire;8.4;10;34.8;0
2508;Monthenault;0;0;0;0
2509;Monthiers;0;20.2;0;79.8
2510;Monthurel;23.6;23.6;52.8;0
2511;Montigny-en-Arrouaise;0;0;85.8;0
2512;Montigny-l'Allier;12.4;34.8;22.7;30.1
2513;Montigny-le-Franc;0;25;25;25
2514;Montigny-Lengrain;14.2;8.7;60.9;3.8
2515;Montigny-lès-Condé;0;0;0;0
2516;Montigny-sous-Marle;0;50;0;0
2517;Montigny-sur-Crécy;0;33.3;0;31.8
2518;Montlevon;0;30.6;17.2;17.3
2519;Montloué;0;66.7;0;0
2520;Mont-Notre-Dame;5.8;18.9;39.4;19.3
2521;Montreuil-aux-Lions;1.9;24.2;20.9;31.5
2522;Mont-Saint-Jean;0;50;0;50
2523;Mont-Saint-Martin;0;0;25;0
2524;Mont-Saint-Père;7.9;15.4;68.8;0
2525;Morcourt;5.5;12.4;58.7;3.2
2526;Morgny-en-Thiérache;0;0;0;0
2527;Morsain;0;30.4;39.4;9.8
2528;Mortefontaine;0;15.8;35.6;0
2529;Mortiers;33.3;0;0;0
2530;Moulins;0;100;0;0
2531;Moussy-Verneuil;0;0;38.1;35.8
2532;Moÿ-de-l'Aisne;10.1;23.7;29.3;7.5
2533;Muret-et-Crouttes;0;0;100;0
2534;Muscourt;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
2535;Nampcelles-la-Cour;0;0;0;0
2536;Nampteuil-sous-Muret;0;0;100;0
2537;Nanteuil-la-Fosse;0;33.3;66.7;0
2538;Nanteuil-Notre-Dame;0;0;100;0
2539;Nauroy;15.3;38.3;7.5;14.9
2540;Nesles-la-Montagne;16.1;20;23.4;12.1
2541;Neufchâtel-sur-Aisne;0;43.2;43;13.8
2542;Neuflieux;0;25.2;26.9;25.2
2543;Neuilly-Saint-Front;17.4;26.4;22.3;12.4
2544;Neuve-Maison;3;40.1;29.2;5.7
2545;La Neuville-Bosmont;0;29.9;34.9;0
2546;La Neuville-en-Beine;0;38.4;61.6;0
2547;La Neuville-Housset;0;0;24.5;0
2548;La Neuville-lès-Dorengt;0;26.7;26.6;13.2
2549;Neuville-Saint-Amand;0;26;46.3;7
2550;Neuville-sur-Ailette;0;50;25;0
2551;Neuville-sur-Margival;0;0;50;0
2552;Neuvillette;0;25.4;0;0
2553;Nizy-le-Comte;0;14;31.9;9.7
2554;Nogentel;2.9;23.6;42.5;3.1
2555;Nogent-l'Artaud;4.2;42;20.5;10.1
2556;Noircourt;0;100;0;0
2557;Noroy-sur-Ourcq;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
2558;Le Nouvion-en-Thiérache;7.4;23.1;43.6;5.4
2559;Nouvion-et-Catillon;0;27.1;31.8;16.5
2560;Nouvion-le-Comte;5.8;21.2;37.2;10.5
2561;Nouvion-le-Vineux;0;100;0;0
2562;Nouvron-Vingré;16.2;16.2;35.1;0
2563;Noyales;0;0;100;0
2564;Bernoy-le-Château;9.6;0;38.3;6.6
2565;Œuilly;0;0;0;100
2566;Ognes;14.3;12.6;35.3;13.5
2567;Ohis;0;13.7;29.6;15
2568;Oigny-en-Valois;0;0;0;0
2569;Oisy;0;37.7;44.8;0
2570;Ollezy;33.8;0;66.2;0
2571;Omissy;0;31.5;23.9;7.2
2572;Orainville;0;29.1;41.4;13.7
2573;Orgeval;0;0;26.4;24.5
2574;Origny-en-Thiérache;6;31.5;44.6;6.4
2575;Origny-Sainte-Benoite;5.2;19.5;40.8;3.6
2576;Osly-Courtil;0;64.8;35.2;0
2577;Ostel;0;0;0;0
2578;Oulches-la-Vallée-Foulon;7.1;28.7;0;29.8
2579;Oulchy-la-Ville;0;49.9;50.1;0
2580;Oulchy-le-Château;4.2;40.7;23.2;12.2
2581;Paars;0;24.4;47.3;19.9
2582;Paissy;50;0;0;50
2583;Pancy-Courtecon;33.3;0;0;0
2584;Papleux;0;0;100;0
2585;Parcy-et-Tigny;0;28.2;42.5;14.8
2586;Parfondeval;0;0;33.3;0
2587;Parfondru;0;28.9;0;28.9
2588;Pargnan;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
2589;Pargny-Filain;0;12.6;0;45.8
2590;Pargny-la-Dhuys;0;0;0;0
2591;Pargny-les-Bois;33.3;0;0;66.7
2592;Parpeville;0;0;0;0
2593;Pasly;0;57.2;0;0
2594;Passy-en-Valois;0;0;33.9;0
2595;Passy-sur-Marne;0;18.9;46.6;0
2596;Pavant;0;18.1;9.4;46.6
2598;Pernant;0;39.8;46.9;0
2599;Pierremande;0;13.4;45.1;27.3
2600;Pierrepont;12.6;53.3;21.4;0
2601;Pignicourt;0;0;25.6;0
2602;Pinon;3.8;18.5;39.7;8
2604;Pithon;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
2605;Pleine-Selve;0;0;42.6;21.2
2606;Le Plessier-Huleu;100;0;0;0
2607;Ploisy;2.8;16;63.7;5.1
2608;Plomion;0;42.1;16.2;8.3
2609;Ployart-et-Vaurseine;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
2610;Pommiers;5.9;28.1;32.5;0
2612;Pont-Arcy;0;33.3;0;33.3
2613;Pontavert;0;28.2;38.4;6.8
2614;Pontru;0;0;40;0
2615;Pontruet;0;100;0;0
2616;Pont-Saint-Mard;0;27.3;32.5;0
2617;Pouilly-sur-Serre;3.6;10.2;72.8;1.6
2618;Prémont;4.1;19.3;35.1;11.9
2619;Prémontré;4.9;36.8;7.4;1.2
2620;Presles-et-Boves;7.5;12.9;42.9;8.9
2621;Presles-et-Thierny;0;25.3;58.1;8.3
2622;Priez;0;0;33.3;0
2623;Prisces;0;0;0;0
2624;Proisy;0;68.5;11.4;0
2625;Proix;0;0;100;0
2626;Prouvais;0;25.1;0;0
2627;Proviseux-et-Plesnoy;0;0;0;100
2628;Puiseux-en-Retz;0;50;0;50
2629;Puisieux-et-Clanlieu;0;24.4;18.4;8.1
2631;Quierzy;0;37.2;34.8;13
2632;Quincy-Basse;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
2633;Quincy-sous-le-Mont;0;0;0;100
2634;Raillimont;0;0;0;0
2635;Ramicourt;0;0;49.9;0
2636;Regny;0;0;16.8;33.3
2637;Remaucourt;0;0;15.9;0
2638;Remies;0;100;0;0
2639;Remigny;0;49.7;50.3;0
2640;Renansart;0;12.5;60.4;6.8
2641;Renneval;0;0;29.5;13.7
2642;Résigny;0;49.6;16.4;0
2643;Ressons-le-Long;6.7;16.9;43.3;16.4
2644;Retheuil;11.3;37.8;0;20.7
2645;Reuilly-Sauvigny;0;51.1;48.9;0
2647;Ribeauville;0;0;0;0
2648;Ribemont;11.3;20;30.9;11.2
2649;Rocourt-Saint-Martin;0;72.1;0;0
2650;Rocquigny;0;18.4;35.9;0
2651;Rogécourt;0;0;100;0
2652;Rogny;17.6;16.2;50;16.2
2653;Romeny-sur-Marne;10.7;12.5;42.7;3.6
2654;Romery;0;25;0;0
2655;Ronchères;0;0;0;0
2656;Roucy;0;19.7;28.1;12.3
2657;Rougeries;0;25;25;25
2658;Roupy;0;2.8;36.2;11.7
2659;Rouvroy;9.8;6.2;66.8;2.9
2660;Rouvroy-sur-Serre;0;0;0;0
2661;Royaucourt-et-Chailvet;0;13.8;29.2;27.8
2662;Rozet-Saint-Albin;13.8;6.8;46.3;13.5
2663;Rozières-sur-Crise;0;0;0;32.1
2664;Rozoy-Bellevalle;0;40;0;60
2665;Grand-Rozoy;0;40;40.2;19.8
2666;Rozoy-sur-Serre;7.8;36.4;22;8.7
2667;Saconin-et-Breuil;0;67.9;0;0
2668;Sains-Richaumont;8.7;34.9;23.7;10.9
2670;Saint-Algis;0;0;0;100
2671;Saint-Aubin;0;42.6;42.3;15.2
2672;Saint-Bandry;0;23.3;28.4;0
2673;Saint-Christophe-à-Berry;0;24.7;24.9;25
2674;Saint-Clément;0;0;0;0
2675;Sainte-Croix;0;0;0;0
2676;Saint-Erme-Outre-et-Ramecourt;8.6;42.2;27.1;7.2
2677;Saint-Eugène;0;0;100;0
2678;Sainte-Geneviève;0;0;0;0
2679;Saint-Gengoulph;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
2680;Saint-Gobain;6.2;39.7;18.6;6.1
2681;Saint-Gobert;0;0;14.8;0
2682;Saint-Mard;0;24.3;25.8;0
2683;Saint-Martin-Rivière;0;20.4;21.6;40.8
2684;Saint-Michel;9.8;22;44.5;3.8
2685;Saint-Nicolas-aux-Bois;0;0;53.6;0
2686;Saint-Paul-aux-Bois;0;37.7;37.5;12.5
2687;Saint-Pierre-Aigle;10.2;19.4;32.7;6.4
2688;Saint-Pierre-lès-Franqueville;0;0;80.4;0
2689;Saint-Pierremont;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
2690;Sainte-Preuve;21.9;32.9;22;0
2691;Saint-Quentin;12.6;32.6;20.9;4.8
2693;Saint-Rémy-Blanzy;0;19.5;61;0
2694;Saint-Simon;8.8;45.9;9;9.3
2696;Saint-Thomas;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
2697;Samoussy;0;0;45.2;0
2698;Sancy-les-Cheminots;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
2699;Saponay;0;20.2;10;30.3
2701;Saulchery;0;34.7;30.7;8.6
2702;Savy;0;0;66.3;0
2703;Seboncourt;5.2;17.9;55.8;0
2704;Selens;0;20;80;0
2705;La Selve;0;50;0;0
2706;Septmonts;0;22.6;42.4;0
2707;Septvaux;0;40;0;0
2708;Sequehart;0;22.3;21.9;44.7
2709;Serain;0;16;50.9;33.1
2710;Seraucourt-le-Grand;0;19.7;46.8;7.1
2711;Serches;0;0;62;0
2712;Sergy;33.3;0;0;33.3
2713;Seringes-et-Nesles;0;0;60.9;25.9
2714;Sermoise;0;33.9;32.2;0
2715;Serval;0;100;0;0
2716;Servais;0;24.9;48.4;26.7
2717;Séry-lès-Mézières;0;28.6;28.4;14.3
2718;Silly-la-Poterie;50.7;49.3;0;0
2719;Sinceny;6.3;32.8;22.8;11.1
2720;Sissonne;6.8;53.2;15.7;3
2721;Sissy;0;8.6;45.3;22.4
2722;Soissons;13.7;35.5;16.3;5.2
2723;Soize;0;21.9;55.9;0
2724;Sommelans;0;0;0;0
2725;Sommeron;0;0;57.4;0
2726;Sommette-Eaucourt;0;14.4;56.8;14.4
2727;Sons-et-Ronchères;0;3;69.9;0
2728;Sorbais;0;0;33.2;0
2729;Soucy;0;100;0;0
