GEO,nb_logements_sociaux
25,34984.40303
250,2023.40837
25001,8.27946
25002,0.91523
25003,8.96518
25004,18.30518
25005,1.95556
25006,1.0
25007,4.0
25008,12.51887
25009,4.0
25011,12.31311
25012,3.97674
25013,4.74485
25014,23.39086
25015,47.72249
25016,3.93064
25017,3.06977
25018,17.54465
25019,7.08356
25020,52.34129
25021,70.61331
25022,37.73113
25024,10.21034
25025,6.36502
25026,3.04321
25029,5.94351
25030,3.6235
25031,1105.41298
25032,6.76694
25033,9.57035
25035,35.03711
25036,38.6917
25038,6.28
25039,28.93078
25040,25.50134
25041,5.29185
25042,1.94805
25043,70.24832
25044,1.03509
25045,1.8
25046,0.97468
25047,1028.8147000000001
25048,138.42593
25050,4.74778
25051,24.04141
25052,1.77215
25053,2.875
25054,12.51541
25055,1.92266
25056,36966.02869
25057,341.97638
25058,58.56937
25059,4.23621
25060,34.73543
25061,1.05556
25062,4.06767
25063,21.79908
25065,1.92857
25066,2.18667
25067,3.0
25070,18.59602
25071,4.05523
25072,0.95238
25073,16.21344
25074,11.56589
25075,8.99402
25078,26.03514
25079,7.91046
25082,16.89044
25083,2.01058
25084,22.89993
25085,7.57992
25087,2.04614
25088,0.97727
25089,2.06122
25091,5.09328
25092,1.0
25094,1.0084
25095,13.83438
25096,2.09816
25097,7.12175
25098,5.39106
25099,4.40553
251,23566.31964
25100,9.94281
25101,90.16488
25102,35.73543
25103,56.10736
25104,72.44373999999999
25105,66.16268
25106,37.99299
25107,81.44024999999999
25108,299.70538
25109,123.83722
25110,288.17587
25111,156.45904
25112,302.31120000000004
25113,203.91504999999998
25114,151.89823
25115,6.55705
25116,7.06277
25117,1.0
25119,6.07312
25120,10.5138
25121,6.25451
25122,4.04461
25124,5.01236
25125,10.10208
25126,7.67851
25127,76.51525
25129,1.73913
25131,3.96364
25133,52.13202
25136,3.34122
25138,4.88189
25139,6.44674
25141,0.98949
25142,12.47823
25143,3.94118
25145,3.86777
25147,30.44589
25148,0.97017
25149,20.02305
25150,3.00931
25151,2.95714
25153,4.09023
25154,11.56239
25155,9.57432
25156,60.37448
25157,18.68417
25159,63.842
25160,7.27602
25162,2.00943
25163,2.27273
25164,1.9863
25166,1.04819
25170,40.14183
25171,2.07767
25172,5.10823
25173,6.0
25174,10.30645
25176,4.91566
25177,3.84
25178,4.91935
25179,2.03333
25180,2.97436
25181,7.87014
25182,1.94118
25184,13.78436
25186,12.41239
25187,13.31485
25188,11.40518
25189,1.78899
25190,53.24313
25191,10.25728
25192,4.12346
25193,68.16434
25194,2.10714
25195,8.24104
25196,49.77954
25197,26.17578
25198,10.3851
25199,3.89326
252,11613.12878
25200,44.32744
25201,421.65154
25202,268.84103999999996
25203,338.84403
25204,217.97103
25207,12.6808
25208,1.92929
25209,5.21739
25210,2.02484
25212,53.15808
25213,5.14673
25214,7.43932
25215,3.64356
25216,9.55009
25217,16.7987
25218,5.06061
25219,8.09747
25220,10.98837
25221,2.00221
25222,44.54771
25223,13.25405
25224,14.64783
25225,4.92063
25226,6.14706
25227,1.6154
25228,170.4101
25229,3.22282
25230,147.18558
25231,1.0084
25232,0.98
25233,8.69543
25234,0.96571
25235,3.97928
25236,3.95366
25237,130.47652
25238,5.09554
25239,3.91534
25240,64.88566
25241,7.82857
25242,2.09836
25243,16.89018
25244,2.02381
25245,18.31102
25246,11.29961
25247,2.92857
25248,7.01467
25249,1.01639
25251,5.41935
25253,3.70527
25254,20.37927
25255,2.06588
25256,16.22829
25257,4.02147
25258,50.96395
25259,58.56552
25261,3.0
25262,4.11876
25263,2.04026
25265,18.55615
25266,4.88
25267,8.41841
25268,1.94828
25270,2.78431
25271,31.96172
25273,6.89604
25274,8.09905
25275,4.89418
25276,3.81609
25277,0.96386
25278,8.76727
25279,3.02542
25280,4.81132
25281,7.67422
25283,0.92308
25284,330.36437
25285,22.58883
25287,44.16121
25288,9.11927
25289,0.97222
25290,1.0
25293,13.56156
25295,1.97487
25296,17.70303
25297,1.00625
25298,3.09836
25299,3.05556
253,5151.81066
25300,2.74725
25301,511.24998
25303,0.98253
25304,209.02385
25305,6.17362
25306,1.0082
25307,15.76922
25308,3.07671
25309,11.95734
25311,1.0439
25312,3.04762
25313,8.21053
25314,4.21751
25315,801.9255599999999
25316,6.57427
25317,11.17792
25318,31.67275
25320,31.31037
25321,140.71761
25322,1.04956
25323,28.27304
25324,5.03145
25325,6.15517
25326,6.46877
25327,1.0
25328,9.64973
25331,3.22842
25332,7.19298
25333,4.95743
25334,69.37301
25335,8.76316
25336,25.32305
25338,2.18391
25339,10.67602
25340,2.96923
25341,4.04706
25342,0.98734
25343,5.03067
25345,9.62658
25346,6.375
25347,7.66872
25348,4.71477
25349,13.89044
25350,19.08443
25351,5.3304
25354,4.02564
25356,866.77151
25357,14.37013
25359,6.7375
25360,3.19643
25361,16.66052
25362,5.01962
25364,37.87442
25365,11.26037
25367,320.44071
25368,36.69273
25369,8.21333
25370,39.94849
25371,2.02778
25372,10.1209
25374,11.04055
25375,4.97972
25376,1.06
25377,0.99573
25378,9.40858
25380,19.47722
25381,44.10188
25382,11.90154
25383,2.94901
25384,4.3038
25386,1.90476
25387,8.13362
25388,11313.862689999998
25389,2.94737
25390,3.07424
25391,2.08939
25393,11.56767
25394,21.15384
25395,20.77967
25397,43.22127
254,1765.93914
25400,13.9116
25401,1466.36925
25403,35.10584
25404,4.0
25405,7.05993
25406,12.14225
25408,1.96429
25410,25.2421
25411,1343.07652
25413,28.11485
25414,1.95455
25415,10.3494
25416,8.0
25417,18.93622
25418,22.84781
25420,3.10909
25421,1.81818
25422,2.96471
25424,44.05304
25425,4.16987
25426,11.57889
25427,5.31641
25428,35.89662
25429,56.43837
25430,0.97436
25431,7.96759
25432,86.34727
25434,871.4805899999999
25435,0.97207
25436,1.93103
25437,0.91465
25438,12.11344
25439,8.13395
25440,6.25419
25441,3.0
25442,5.91559
25444,2.01418
25445,1.93496
25446,6.9267
25447,7.50432
25448,12.5864
25449,1.03759
25450,2.06977
25451,1.87356
25452,4.10014
25453,71.42437
25454,26.31375
25455,4.97475
25456,2.0597
25458,1.97196
25459,5.29946
25460,1.01423
25461,11.11858
25462,3516.2705300000002
25463,850.11303
25464,1.00758
25465,5.94231
25466,6.20951
25467,55.88448
25468,9.15508
25469,7.29492
25470,3.0
25471,3.0
25472,1.06452
25473,13.3531
25474,2.05714
25475,58.03844
25476,1.94118
25477,4.88646
25478,3.31132
25479,13.1435
25481,2.07957
25482,16.19733
25483,0.87805
25485,1.04369
25486,5.91054
25488,2.01869
25489,8.56038
25490,13.07831
25491,5.74138
25492,2.06452
25493,30.14353
25494,11.11542
25495,352.94586000000004
25496,0.9604
25497,9.34462
25498,1.04255
25499,5.80952
255,1242.04337
25501,1.0
25502,8.38376
25503,1.93103
25504,3.95062
25505,48.99881
25506,0.98901
25507,0.88506
25508,24.66287
25510,4.04573
25511,13.03377
25512,181.65564999999998
25514,4.63756
25515,3.93873
25516,2.01613
25517,2.61176
25518,1.0
25519,77.5694
25520,2.93651
25521,3.01899
25522,2.0221
25523,8.85338
25524,27.06405
25525,5.03264
25526,96.91933
25527,749.47134
25528,0.94595
25529,56.36242
25532,347.33597
25533,1.05882
25534,3.91837
25535,7.0917
25536,4.12766
25537,7.93603
25538,1.98291
25539,277.35091
25540,5.95318
25541,6.11738
25542,33.05832
25544,1.04615
25545,4.31008
25546,1.01667
25547,525.04669
25548,4.71831
25550,6.0
25551,3.20611
25552,5.94872
25553,13.5342
25554,1.87402
25555,31.119
25557,3.04443
25558,26.24315
25559,3.03502
25560,71.32848
25561,9.07528
25562,3.08867
25563,2.94958
25564,5.61203
25565,1.87853
25566,5.09305
25567,2.89744
25569,8.02878
25570,1.0
25571,14.35513
25572,0.97143
25574,7.28488
25575,20.05145
25578,1073.23284
25579,1.06878
25580,543.23372
25582,2.04225
25583,3.04471
25584,2.97581
25586,21.1416
25588,4.12044
25589,2.13514
25590,0.9875
25591,5.10204
25592,7.47018
25594,4.19886
25595,1.97895
25597,3.05063
25598,8.37107
25599,0.98828
256,3172.95391
25600,2.54082
25601,18349.43761
25602,0.99153
25604,4.03226
25605,11.06511
25608,4.0
25609,4.85591
25611,8.82993
25612,12.49923
25613,4.89362
25614,92.51752
25615,11.90423
25616,7.02416
25617,9.08831
25618,8.45923
25619,4.50644
25620,3.06387
25621,6.68093
25622,0.81166
25623,0.96479
25624,1.94523
25625,1.02041
25626,3.9646
25627,4.66196
25629,1.88462
25630,1.925
25631,8.52761
25632,125.37644
25633,37.16364
25634,7.9729
25635,2.02186
257,1819.77148
258,1427.1393
259,1520.95332
26,27570.59209
260,1699.58046
26001,6.64871
26002,33.13467
26003,3.12
26004,41.60498
26005,33.54308
26006,51.78865
26007,0.93396
26008,29.512
26009,48.71116
26010,117.50268
26011,114.32451
26012,0.78261
26014,3.65407
26015,1.01299
26016,4.80208
26019,7.00663
26020,2.83973
26021,0.94079
26022,2.96703
26023,14.05624
26024,3.76649
26025,3.94299
26026,0.92647
26027,5.84211
26028,6.90749
26031,14.85745
26032,3.02828
26033,20.44332
26034,8.2033
26035,16.27429
26036,1.97975
26037,313.54674
26038,13.33502
26039,4.52515
26040,2.70732
26041,17.78815
26042,17.00586
26043,6.12766
26045,42.97676
26048,1.1
26049,30.36077
26050,1.07895
26051,0.9589
26052,2.87564
26054,26.54267
26055,4.18301
26056,44.96563
26057,577.83301
26058,1261.52971
26059,12.06483
26060,6.25343
26061,10.45226
26062,0.94118
26063,355.8156
26064,491.45079
26065,14.95119
26066,1.11429
26067,2.03448
26068,1.92417
26069,2.04959
26070,20.47356
26071,19.9316
26072,19.93646
26073,1.04319
26074,31.09924
26076,1.93548
26077,15.64849
26078,10.44249
26079,18.86576
26081,7.99638
26082,3.95985
26083,46.86586
26084,63.39389
26085,79.6141
26086,42.67614
26087,18.2367
26088,95.60578
26089,1.0
26090,1.16129
26091,1.04878
26092,6.99255
26093,5.91429
26094,12.94343
26095,32.41028
26096,45.79056
26097,21.4275
26098,1.0
26099,12.72277
261,4557.1389500000005
26100,6.81962
26101,57.06536
26102,147.31416
26103,62.2136
26104,200.68586
26105,127.63782
26106,283.62083
26107,90.45629
26108,1931.60208
26109,430.5449
26110,107.24725000000001
26111,3.09375
26112,3.15228
26113,1102.98813
26114,574.81854
26115,4.96531
26116,380.77808000000005
26117,3.0
26118,22.33298
26119,18.4456
26121,11.52461
26122,6.30861
26124,108.45248
26125,9.26259
26126,2.0
26127,2.11667
26129,8.56746
26131,0.99346
26133,6.6375
26134,1.0241
26135,4.0
26136,0.98039
26137,6.85417
26138,19.46076
26139,43.62309
26140,5.80687
26141,6.94656
26142,2.97283
26143,25.37099
26144,46.83505
26145,9.41667
26146,44.62305
26147,1.0
26148,84.57963
26149,27.45516
26150,1.09091
26152,0.89286
26153,6.69298
26154,9.62957
26155,19.14248
26156,16.48877
26157,11.56912
26159,0.9913
26160,24.13278
26161,1.15
26162,25.01317
26163,1.0
26164,3.10714
26165,1472.19108
26166,326.59618
26167,59.21683
26168,30.34095
26169,24.67052
26170,43.20561
26171,1.91623
26172,15.64122
26173,16.25937
26174,10.24948
26175,17.92858
26176,148.67868
26177,13.84185
26178,18.20549
26179,29.03569
26180,3.03381
26181,6.17042
26182,47.17413
26183,27.67628
26185,7.7786
26186,1.83333
26188,44.3388
26189,4.91085
26190,2.07136
26191,33.35917
26192,6.07868
26193,28.24583
26194,6.94942
26195,6.9641
26196,24.30268
26197,70.22173
26198,8423.58055
26199,1.0
262,9205.29803
26200,2.73267
26201,185.68071
26202,626.3733599999999
26203,192.78338
26204,197.28977999999998
26205,1.0
26206,57.97698
26207,8.48701
26208,19.51555
26210,23.32132
26211,29.87842
26212,10.34675
26213,18.66245
26215,30.5316
26216,23.03046
26217,2.01036
26218,62.50888
26220,1475.29126
26221,2.36364
26223,11.67711
26224,3.0613
26225,12.39299
26226,11.27573
26227,1.92593
26228,1.27273
26229,1.02151
26231,48.55011
26232,11.95901
26233,1.0491
26234,11.12858
26235,1363.49366
26236,12.54493
26238,12.42293
26239,7.117
26240,5.81487
26241,1.96187
26242,0.76
26243,17.91431
26246,4.82382
26247,12.31949
26248,4.99988
26249,13.28193
26250,68.20304
26251,19.33576
26252,507.56731
26254,0.91687
26257,7.06652
26258,14.6004
26259,2.99859
26261,7.8991
26262,16.58152
26263,4.97196
26264,32.47123
26266,3.0
26267,0.96154
26268,3.0
26269,1.89286
26270,1.032
26271,67.83469
26272,0.8804
26273,8.83365
26275,28.54661
26276,7.30824
26277,1.90478
26278,11.48885
26279,3.73333
26281,7118.941
26282,1.86874
26283,1.0
26284,6.26783
26285,6.13557
26286,2.0
26287,10.25938
26288,11.40153
26289,77.48341
26290,20.90616
26291,0.98824
26292,8.03774
26293,6.52817
26294,6.08265
26295,30.44973
26296,1.06452
26298,11.08151
26299,4.90476
263,18719.66456
26301,856.71901
26302,683.09402
26303,880.6632000000001
26304,719.85559
26305,19.34082
26306,7.6774
26307,689.51745
26308,1.81287
26309,6.20549
26310,7.09032
26311,49.35562
26312,16.15579
26313,144.2942
26314,6.28423
26315,13.48323
26316,4.09524
26317,16.9003
26319,12.4339
26320,28.66101
26321,8.15243
26322,10.29008
26323,34.10183
26324,740.3308
26325,965.31732
26326,18.3118
26327,0.84912
26329,0.96277
26330,82.55786
26331,4.57418
26332,82.97522
26333,1123.5691
26334,1.94326
26335,4.78332
26336,9.9344
26337,61.73565
26338,45.01241
26339,18.40312
26340,19.69923
26341,13.48712
26342,4.37692
26343,5.99975
26344,5.59831
26345,54.30697
26346,2.64283
26347,447.03346
26348,75.34777
26349,0.94284
26350,1.96661
26352,3.01282
26353,9.26118
26355,5.16138
26356,3.77622
26357,90.09523
26358,22.34386
26359,1.94444
26360,9.03922
26361,5.00016
26362,18971.135290000002
26364,9.97956
26365,8.0472
26367,6.91021
26368,12.50965
26369,1.91045
26370,7.88489
26371,1.07895
26372,2.85
26373,3.28397
26374,0.77273
26375,0.88889
26376,6.0
26377,30.01528
26378,1.89189
26379,11.75806
26380,10.70492
26381,12.54432
26382,11.97369
264,1927.3124
265,2092.23437
26501,3803.55969
266,939.94334
267,1349.90173
268,1573.49125
269,1520.84945
27,209952.50691
270,1222.93933
27001,4.93958
27002,8.04585
27003,27.63836
27004,0.89775
27005,12.64616
27006,4.0
27008,49.50017
27009,8.99975
2701,2668.46332
27010,3.0
27011,22.45914
27012,6.51425
27013,5.21877
27014,9.71525
27015,18.2551
27016,1223.93215
27017,25.51575
27018,25.60692
27019,0.9816
2702,11359.61283
27020,37.36491
27021,5.94257
27022,257.30702
27023,17.50135
27025,20.18358
27026,3.03612
27027,2.14796
27028,8.24055
2703,3214.12597
27031,8.11017
27032,13.17717
27033,3.98752
27034,11.36273
27035,3.88235
27036,7.08801
27037,16.334
27038,4.89791
27039,10.2855
2704,3805.73321
27040,2.99365
27042,1.07792
27043,12.19306
27044,18.08636
27045,9.77179
27046,1.98601
27047,5.01241
27048,3.61468
27049,132.83599
2705,12609.32509
27050,27.10167
27051,649.68991
27052,9.10123
27054,16.31587
27055,2.99445
27056,3578.292
27057,6.42962
27059,9.43619
2706,23896.87668
27061,3.0137
27062,18.9814
27063,3.14516
27064,12.30817
27065,564.35838
27066,4.59529
27067,36.63886
27068,2.76684
27069,18.37456
2707,9690.8561
27070,24.8533
27071,1.96279
27072,8.94075
27073,7.28467
27074,3.05273
27075,7.77553
27076,7.13161
27077,31.4542
27078,1.06561
27079,3.05026
2708,4783.65855
27081,7.87027
27082,96.06166
27085,16.63294
27089,8.1713
2709,3635.27857
27090,55.42795
27091,8.86219
27094,3.90698
27095,6.11277
27096,9.38166
27097,7.82282
27098,2.11111
27099,9.2391
271,12884.180900000001
2710,6923.09398
27100,6.97734
27101,61.57172
27102,130.99860999999999
27103,850.79143
27104,97.07857999999999
27105,364.95277999999996
27106,92.72617
27107,67.02342
27108,193.81052
27109,208.00491
2711,35896.2402
27110,126.49893
27111,179.97343999999998
27112,815.79321
27113,288.78938
27114,288.14679
27115,372.86100000000005
27116,1195.39311
27117,442.89732
27118,10.37784
27119,40.7497
2712,4313.78076
27120,3.07845
27123,10.06951
27124,5.60694
27125,17.53873
27126,10.35542
27127,11.17777
27129,9.93888
2713,8074.8696
27130,3.13918
27132,8.33395
27133,16.86982
27134,2.91705
27135,5.16644
27136,5.98931
27137,6.22188
27138,7.58238
27139,7.32941
2714,9676.75392
27140,7.47907
27142,5.14235
27144,2.05843
27146,4.52319
27147,4.49851
27148,11.06826
27149,2.31776
2715,3990.99129
27151,102.13522
27152,13.39134
27153,4.07991
27154,2.72342
27155,6.73832
27156,14.63678
27157,15.63318
27158,9.20572
2716,2284.23318
27161,19.13535
27162,2.21631
27163,1.05028
27164,6.4736
27165,803.3287
27167,4.11982
27168,3.74875
27169,24.25796
2717,6604.06955
27170,238.02412999999999
27171,10.29265
27174,31.88996
27176,7.03226
27177,5.21009
27179,8.19513
2718,7058.92947
27180,47.62281
27181,3.84167
27182,3.05556
27183,57.91387
27184,4.91935
27185,3.65898
27187,4.11728
27188,37.20763
27189,4.71479
27190,4.01344
27191,49.73957
27192,4.54584
27193,20.30979
27194,3.0121
27196,30.3691
27198,472.98201
27199,23.1995
272,9938.166019999999
27200,2.0916
27201,215.08562
27202,360.93336
27203,229.64362
27204,344.44067
27205,361.08007
27206,737.00077
27207,564.45149
27208,3.91904
27209,6.00805
27210,2.90628
27213,88.72752
27214,18.10876
27215,2.01477
27216,6.6496
27217,12.67815
27218,53.51007
27219,5.15843
27220,4.98796
27222,1.0
27224,8.385
27226,542.00702
27227,15.36185
27228,1.75883
27229,12482.96973
27230,186.90792
27231,1.79803
27232,4.64577
27233,8.63248
27234,10.48301
27235,4.15584
27237,1.93443
27238,9.54804
27239,5.22102
27240,13.83921
27241,4.88636
27242,25.69143
27243,16.54115
27245,8.13365
27246,709.05928
27247,3.46362
27248,5.05208
27249,11.17547
27251,6.8126
27252,7.65191
27254,9.15242
27256,5.99643
27258,5.74311
27259,1.02222
27260,9.21053
27261,7.05761
27263,23.66669
27266,2.0145
27267,11.10474
27269,6.09524
27271,10.2015
27273,2.89865
27275,1541.4546999999998
27276,6.67644
27277,6.31307
27278,45.7717
27279,127.14734
27280,7.2643
27281,1.92801
27282,6.03765
27284,2879.21121
27285,9.47286
27286,3.92765
27287,8.12586
27288,11.1634
27289,3.0
27290,27.90095
27294,12.17193
27295,5.09148
27298,1.03456
27299,218.25978
273,9984.30187
27300,10.04723
27301,1535.21761
27302,1499.4627699999999
27303,850.88341
27304,6.78528
27306,121.86063
27307,8.77289
27309,3.64846
27310,16.88847
27311,18.98483
27312,3.17114
27313,5.32981
27315,3.05099
27316,33.34274
27317,6.51413
27318,7.97557
27319,2.00675
27320,0.91686
27321,2.07407
27322,47.9346
27323,7.80827
27324,7.22268
27325,2.02062
27326,9.20233
27327,2.04786
27329,8.22852
27330,7.40164
27331,3.9018
27332,19.90731
27333,14.42663
27334,3.05455
27335,17.41562
27336,6.96323
27337,6.18758
27338,16.19185
27339,12.91647
27340,4.7734
27341,1.0
27342,2.85366
27343,10.34365
27345,6.22634
27346,1.0
27347,9.16748
27348,37.32999
27349,14.1141
27350,18.03195
27351,29.50134
27353,2.94975
27354,1.19781
27355,135.61701
27358,8.21578
27359,7.77977
27360,5.16973
27361,2.02994
27363,1.10407
27364,5.17068
27365,106.93427
27366,3.02913
27367,50.96979
27368,1.92875
27369,2.96104
27370,12.47495
27371,5.12579
27372,13.0749
27373,3.88571
27374,9.36099
27375,5271.59032
27376,5.09794
27377,44.0613
27378,38.18644
27379,7.94902
27380,0.98341
27381,1.03086
27382,0.92721
27383,3.89827
27384,14.38384
27385,50.73359
27386,46.17873
27388,9.05757
27389,4.87319
27390,14.47753
27391,24.29277
27392,1.03676
27393,9.64646
27394,5.12225
27395,1.02273
27396,4.54854
27397,46.33575
27398,54.75727
274,1695.56077
27400,7.07233
27401,2821.76023
27402,3066.37741
27403,2.09698
27404,1.02381
27405,3.92157
27406,16.92813
27407,7.37353
27408,10.38333
27410,12.69223
27411,6.93862
27412,23.86677
27413,45.68742
27414,45.73175
27415,11.03421
27417,6.96911
27418,4.7541
27419,3.08598
27420,4.0
27421,7.24762
27422,20.21066
27423,9.26719
27424,6.79528
27425,52.16609
27426,26.86357
27427,14.22996
27428,881.79384
27429,6.42857
27430,2.8852
27431,35.9064
27432,9.24006
27433,2.03141
27435,2.84554
27436,3.35011
27437,6.9367
27438,187.0066
27439,13.80638
27440,9.40794
27441,2.91549
27442,8.55862
27444,6.64346
27445,3.72157
27446,8.77956
27447,10.07696
27448,791.21324
27451,8.32465
27453,82.81672
27454,8.11649
27455,1.00606
27456,14.7827
27457,11.25234
27458,76.32233
27459,1.04225
27460,2.98537
27463,12.85659
27464,16.22623
27465,4.687
27466,5.85397
27467,3339.80419
27468,44.75957
27469,872.12532
27470,79.85494
27471,1.99043
27472,3.90495
27473,9.9614
27474,35.13502
27475,3.95152
27476,8.09743
27477,13.51069
27478,28.73309
27480,14.57439
27481,6.85952
27482,1.07285
27483,5.97389
27485,74.50298
27486,17.18177
27487,15.60546
27488,1.92271
27489,5.09723
27490,4.90093
27492,10.99844
27493,127.60223
27495,2.10884
27496,17.88715
27497,13.16958
27498,4.21625
275,1328.40852
27500,49.663
27501,6265.24994
27502,184.92899
27504,8.57553
27505,6.48649
27507,425.98391000000004
27508,3.02913
27511,11.7875
27512,4.16399
27514,6.63604
27516,28.16123
27517,23.69084
27518,8.91849
27520,2.01418
27521,1.95683
27522,1.08835
27524,16.67467
27525,8.34865
27527,5.0
27528,135.26121
27529,3.8199
27530,2.08
27531,1.0049
27533,5.10705
27534,12.13625
27535,2.90476
27536,7.21047
27537,20.50185
27538,8.183
27539,2.84933
27540,8.87884
27541,4.43373
27542,22.49888
27543,15.65355
27544,2.96895
27545,1.0
27546,0.98837
27547,28.9136
27548,15.79176
27550,7.01702
27552,3.16822
27553,4.29413
27554,47.66671
27555,1.99187
27556,2.0
27557,5.02994
27558,1.95531
27560,3.18536
27561,12.67125
27562,262.69881
27563,11.21655
27564,4.62184
27565,7.15214
27567,2.69287
27568,5.27419
27569,0.9919
27570,1.01
27571,1.72511
27576,6.3881
27577,11.2185
27578,6.50743
27579,2.0
27580,42.57998
27582,29.47557
27584,2.24942
27586,1.0117
27587,24.60673
27589,15.20974
27590,3.15652
27591,13.12949
27592,3.94856
27593,16.17135
27594,3.85044
27595,6.76286
27597,10.32494
27598,39.7562
27599,25.30412
276,1445.83659
27601,8.06888
27602,179.70546
27603,3.23354
27604,2.83125
27605,6.09031
27606,4.80687
27608,9.35827
27609,13.1209
27612,3.00301
27613,7.6878
27614,0.98844
27616,40.02187
27617,7.12691
27618,10.43441
27620,6.03189
27622,97.9514
27624,9.78465
27625,3.92753
27627,0.93445
27629,117.46112
27630,3.03739
27631,3.08146
27632,5.17455
27633,10.06374
27635,2.0
27638,39.0618
27640,2.91
27641,2.96629
27643,44.63676
27644,8.9475
27646,5.2022
27649,5.87036
27650,4.02352
27654,4.1977
27655,18.99256
27656,21.31765
27658,7.24601
27660,7.14382
27661,6.19621
27662,4.96439
27663,3.01856
27664,8.90751
27665,16.81546
27666,4.3718
27667,2.96329
27668,5.04611
27669,5.6179
27670,13.4916
27672,9.80157
27673,3.0
27674,5.99717
27676,19.47014
27677,1.90071
27678,9.1497
27679,1735.4158200000002
27680,5.84127
27681,5699.24202
27682,17.53438
27683,9.16078
27684,12.70895
27685,20.38084
27686,1.0
27689,5.46962
27690,3.8016
27691,5.7744
27693,10.3806
27694,4.25498
27695,3.44284
27696,20.45544
27697,3.16927
27698,17.99717
27699,0.97479
277,1483.50319
27700,9.68717
27701,949.37356
278,1335.65407
279,1518.39297
28,256127.78486
280,1251.111
28001,40.31523
28004,2.01915
28005,10.92379
28006,39.4987
28007,1171.44027
28008,3.1194
28009,1.0
2801,2426.33576
28010,11.3739
28012,167.31754
28013,23.71479
28014,17.20034
28015,581.31645
28016,5.74576
28018,91.67087
28019,6.53991
2802,4190.29059
28021,46.91784
28022,18.07327
28023,20.54513
28024,25.31597
28025,3.62617
28026,1.04033
28027,89.4328
28028,7.30977
28029,3.98004
2803,3629.57278
28030,1.87782
28031,12.91477
28032,5.85834
28033,25.39674
28034,10.87326
28035,24.16511
28036,8.50827
28037,2.965
28039,37.06335
2804,36834.17592
28040,3.12915
28041,6.06141
28045,1.06422
28046,5.99629
28047,10.02311
28048,8.18013
28049,4.39623
2805,11492.39762
28050,3.99742
28051,768.8808899999999
28052,7.20611
28053,2.12516
28054,6.12669
28055,4.09897
28056,21.56851
28057,11.1806
28058,7.29914
28059,79.3621
2806,2742.38328
28060,2.97761
28061,1169.2567099999999
28062,10.89731
28064,40.75478
28065,2.91743
28068,3.14714
2807,9840.74628
28070,62.19677
28071,13.74377
28072,3.8686
28073,1.92686
28074,3.14905
28075,24.98778
28076,1.04124
28077,0.98817
28078,4.97283
28079,10.85974
2808,9885.50097
28080,4.9495
28081,4.11393
28082,1.87714
28084,6.71812
28085,13765.913649999999
28086,11.4103
28087,2.59421
28088,2771.52827
28089,487.13253
2809,5292.53528
28090,4.0
28091,4.02759
28092,4.95694
28094,36.37044
28095,2.10633
28096,17.16393
28098,39.74252
28099,19.17183
281,13130.14035
2810,3061.74898
28100,5.69729
28101,40.31523
28102,107.19726
28103,735.21676
28104,87.21229
28105,185.93855000000002
28106,201.87727999999998
28107,212.13017000000002
28108,433.936
28109,205.54476
2811,5705.73408
28110,202.21215
28111,9.02012
28113,30.33134
28114,6.89855
28116,498.13784
28117,8.2588
28118,0.95665
28119,6.0
2812,2644.70266
28120,11.18838
28121,1.12903
28122,34.72686
28123,13.13474
28124,8.49049
28126,3.9598
28127,27.01599
28128,2.59001
28129,8.56992
2813,33267.79781
28130,27.15007
28132,11.30205
28134,6887.78344
28135,24.6535
28136,2.02516
28137,12.80467
28139,2.08284
2814,4851.82989
28140,1437.51776
28141,6.46702
28142,2.89063
28143,5.95142
28144,3.77358
28146,3.85253
28147,5.88458
28148,9.19402
28149,47.32157
2815,66490.24625
28151,1.0
28153,2.0
28154,17.14004
28155,3.09626
28156,12.6043
28157,2.81879
28158,8.48023
28159,1.86029
2816,5525.58364
28160,10.68771
28161,13.57872
28162,9.21472
28163,2.04695
28164,18.16197
28166,3.97362
28167,8.34172
28168,93.49791
28169,5.94619
2817,6730.35745
28170,4.13908
28171,13.35214
28172,5.5573
28173,16.36747
28175,2.98219
28176,14.87978
28177,9.02712
28178,3.98896
2818,2208.88921
28180,6.22218
28182,7.06169
28183,9.90921
28184,9.18803
28185,18.20357
28187,6.68439
28188,11.05518
28189,2.19231
2819,5772.23954
28190,5.69194
28191,39.8023
28192,6.70376
28193,0.96947
28194,2.7071
28195,9.14002
28196,555.37963
28197,4.29752
28198,19.57289
28199,438.98884000000004
282,4736.73533
28200,4.12837
28201,441.7962
28202,331.407
28203,282.59709999999995
28204,122.90545
28205,210.41823
28206,348.26541999999995
28207,313.14974
28208,1029.0773100000001
28209,148.23829
28210,4.09091
28211,7.88467
28212,3.88837
28213,28.34615
28214,938.5635500000001
28215,6.21821
28216,2.76522
28217,2.72464
28218,1794.9854
28219,11.98807
28220,312.67785
28221,2.95652
28222,4.87647
28223,39.97927
28225,8.38259
28226,20.25785
28227,678.81239
28229,1003.92673
28230,7.08082
28231,2.11842
28232,11.74422
28233,34.61369
28234,10.2753
28235,9.65326
28236,75.15595
28237,4.0
28239,7.09249
28240,18.6354
28243,7.03302
28245,1.97513
28246,4.90432
28247,4.24069
28248,3.9225
28249,14.76627
28251,18.79547
28252,5.39634
28253,9.52838
28254,6.34442
28255,2.0375
28256,6.19152
28259,4.90977
28260,3.0303
28261,13.44608
28263,7.15327
