GEO,nb_logements_sociaux
02307,131.95942
02308,14.1038
02309,14.68059
02310,10.70029
02311,0.97541
02312,21.00858
02313,15.29002
02315,68.43248
02316,3.90625
02317,3.10606
02318,65.82694
02319,18.06805
02320,5.53751
02321,41.74352
02322,5.03037
02323,1.97101
02324,6.1695
02326,10.25245
02327,5.81928
02328,10.54594
02329,5.41087
02330,10.37738
02331,3.0566
02332,3.90554
02333,1.00625
02334,239.88393
02335,3.91061
02336,15.44705
02337,2.86082
02338,12.30008
02339,12.93307
02340,386.59521
02341,4.42383
02342,3.91045
02343,2.04938
02345,1.02703
02346,19.88784
02347,16.95604
02350,2.95745
02351,1.00893
02352,18.20351
02353,14.08796
02354,3.95
02355,25.96225
02356,3.98291
02357,1.17857
02358,13.21428
02359,40.65363
02360,323.18489999999997
02361,2262.79277
02362,5.91118
02363,14.22287
02364,3.82412
02366,11.20826
02367,5.48572
02368,16.40654
02369,11.06151
02370,11.07753
02371,103.68738
02372,12.43424
02373,3.78
02374,39.00357
02375,5.06289
02376,10.28736
02377,1.95556
02378,6.67203
02379,4.91601
02380,1.92857
02381,3253.59947
02382,34.71551
02383,53.38788
02385,2.02424
02386,8.18205
02387,32.05784
02388,5.97285
02389,32.44687
02390,6.45708
02391,2.91964
02392,9.84169
02393,1.93007
02395,5.5
02396,1.93846
02397,51.6682
02398,5.93622
02399,7.06483
024,39920.42802
02400,5.13514
02401,2265.13569
02402,2179.83738
02403,3407.14845
02404,4696.99521
02405,17.35244
02406,2.0155
02407,1.00962
02408,8307.58701
02409,13.02319
02410,3.88915
02411,3.98
02412,1.98
02413,6.28384
02414,4.97512
02415,3.01923
02416,15.05361
02417,3.18103
02418,6.02691
02419,8.73833
02420,17.36108
02421,2.16667
02422,44.76733
02423,8.72761
02424,3.0297
02425,5.7754
02426,12.01738
02427,3.02192
02428,1.0
02429,4.09917
02430,85.42516
02431,15.5909
02432,5.02632
02433,10.25562
02435,1.0122
02438,1.09206
02439,28.68298
02440,6.89928
02441,8.16495
02442,0.97802
02443,6.17734
02444,5.33613
02445,16.983
02446,1.99997
02447,1.11111
02448,1.0367
02449,2.86364
02450,17.96533
02451,4.84127
02452,3.98298
02453,10.25498
02454,8.8669
02455,8.35359
02456,11.86575
02457,14.41059
02458,17.15331
02459,3.71077
02460,8.95631
02461,9.54416
02462,5.06726
02463,1.02439
02464,11.75158
02465,9.9744
02466,6.09449
02467,1.92157
02468,583.94313
02469,16.89655
02470,22.31123
02471,2.97778
02472,10.1985
02473,7.23005
02474,17.40899
02476,23.95077
02477,23.31913
02478,5.86573
02480,14.88794
02481,8.83465
02482,2.03704
02483,11.15008
02484,15.09828
02485,2.96939
02486,1.98131
02487,9.15106
02488,3.01899
02489,6.94502
02491,11.97811
02492,8.11076
02493,12.82589
02494,2.01575
02495,27.00688
02496,2.93878
02497,26.595
02498,17.58078
025,34759.88139
02500,27.94304
02501,9065.83952
02502,416.72469
02503,61.02979
02504,100.51538
02505,2.98565
02506,1.9802
02507,1.0
02508,2.01333
02509,2.02614
02510,4.14599
02511,8.81242
02512,9.68883
02513,7.76978
02514,22.8926
02515,0.94545
02516,4.24242
02517,9.5678
02518,8.14851
02519,8.17204
02520,18.2983
02521,24.73855
02522,1.05785
02523,1.97222
02524,23.70888
02525,19.48686
02526,4.20202
02527,13.56785
02528,6.30732
02529,9.8913
02530,2.96154
02531,1.89928
02532,59.02433
02533,3.7193
02534,0.91837
02535,0.99123
02537,3.16837
02538,2.08108
02539,25.75247
02540,17.87826
02541,11.23287
02542,1.95122
02543,87.24506
02544,23.03072
02545,5.02207
02546,1.92746
02547,1.04918
02548,7.16809
02549,32.70774
02550,3.0
02551,2.89655
02552,11.2957
02553,12.50086
02554,29.32722
02555,143.93401
02556,2.11594
02557,5.0
02558,1100.73196
02559,26.31331
02560,15.13077
02561,1.97279
02562,0.94811
02563,8.11364
02564,14.60638
02565,6.69312
02566,38.75016
02567,5.13637
02568,7.25926
02569,14.48633
02570,2.9322
02571,26.18388
02572,4.60623
02573,0.96491
02574,66.57293
02575,164.53598
02576,6.28341
02577,3.03333
02578,3.15
02579,1.984
02580,37.22097
02581,5.50024
02582,3.9
02583,1.96296
02585,2.03239
02586,7.77622
02587,9.76048
02588,0.97059
02589,4.81437
02590,0.98276
02591,3.08955
02592,7.95855
02593,22.34758
02594,1.90909
02595,5.0365
02596,34.37504
02598,6.02716
02599,7.11683
026,32331.75405
02600,12.44405
02601,1.04
02602,102.62093
02604,5.12821
02605,4.97396
02606,0.82796
02607,0.93814
02608,27.55507
02610,22.01668
02612,1.02542
02613,9.05024
02614,7.86797
02615,3.82867
02616,12.58378
02617,17.47332
02618,26.1717
02619,19.89237
02620,12.41612
02621,8.02586
02623,7.67677
02624,8.06379
02625,6.04243
02626,5.8768
02627,3.90977
02628,5.9447
02629,9.7997
02631,13.9116
02632,2.94643
02634,2.19753
02635,2.0
02636,11.8209
02637,8.10473
02638,2.9751
02639,12.06682
02640,6.73585
02641,4.40741
02642,10.8012
02643,28.2093
02644,7.92604
02645,6.70509
02647,0.7907
02648,161.7681
02649,2.99014
02650,11.52665
02651,1.13636
02652,1.94231
02653,20.32848
02654,2.0
02655,3.06164
02656,6.4099
02657,9.71287
02658,6.78831
02659,23.14298
02660,0.86667
02661,2.07018
02662,6.91581
02663,4.75604
02664,1.96748
02665,5.08949
02666,82.52232
02667,7.76355
02668,61.84244
02670,8.76316
02671,6.04628
02672,8.46116
02673,9.08737
02674,1.02083
02675,5.03759
02676,62.62508
02677,17.18124
02678,1.97059
02679,0.99346
02680,95.33956
02681,16.71124
02682,2.97414
02683,6.58475
02684,272.39661
02686,13.7948
02687,4.11112
02688,0.95556
02690,4.23529
02691,18408.19881
02693,0.99115
02694,16.54023
02696,4.86486
02697,2.03553
02698,0.9901
02699,4.05584
02701,44.41511
02702,17.47137
02703,43.77966
02704,9.56522
02705,6.73333
02706,21.53441
02707,9.0
02708,3.96279
02709,15.32771
02710,29.67516
02711,9.13054
02713,9.32608
02714,11.90744
02715,2.0
02716,4.82644
02717,20.19149
02718,9.83051
02719,109.38879
02720,147.94921
02721,15.43501
02722,9503.51072
02723,3.95876
02724,1.05357
02725,1.9854
02727,12.87678
02728,11.35523
02730,5.42722
02731,1.05325
02732,4.03846
02734,8.42558
02735,3.0
02736,4.91018
02737,25.28513
02738,4200.732889999999
02739,4.82704
02740,8.97765
02741,37.93384
02742,8.77869
02743,2.85093
02744,1.82716
02745,1.93162
02746,27.40403
02747,1.025
02748,34.97376
02749,5.07109
02750,20.33051
02751,0.98601
02752,9.03114
02753,13.14118
02754,5.0
02755,11.46206
02756,10.31547
02757,30.56905
02758,152.35979
02759,4.73418
02760,2.82237
02761,0.99526
02762,0.93567
02763,5.35533
02765,0.99156
02766,0.9958
02767,5.13707
02768,13.48868
02769,35.73713
02770,27.79866
02772,1.04225
02774,5.95082
02775,33.43773
02776,19.98264
02777,4.6831
02779,9.04091
02780,72.41143
02781,10.23639
02782,3.08491
02783,5.95652
02784,3.84615
02785,40.16283
02786,4.09524
02787,5.0384
02788,17.17313
02789,852.6469
02790,5.08403
02791,5.57964
02792,4.96815
02793,1.8843
02794,1.00543
02795,130.63054
02796,1.93548
02797,3.0
02798,35.42418
02799,15.80653
028,36404.1809
02800,4.99715
02801,14.28339
02802,5.04954
02804,2.73973
02805,191.36358
02806,10.06727
02807,6.89278
02808,11.4779
02809,0.92958
02810,2323.0052299999998
02812,3.84541
02813,4.94036
02814,5.03086
02815,13.35675
02816,7.31106
02817,2.0
02818,23.9434
02819,5.19417
02820,57.47565
02821,16.54084
02822,9.35553
02823,4.05405
02824,8.11997
02826,22.44649
02827,9.93423
02828,1.02247
02829,1.02381
02830,66.02154
02831,11.17998
02832,4.71503
02833,7.42287
02834,5.65517
029,27014.15979
03,60021.31635
030,29816.52488
03001,69.49795
03002,3.03907
03003,57.99092
03004,5.66494
03005,9.07091
03006,32.44995
03007,4.97738
03008,4.72769
03009,3.09756
0301,20153.97722
03010,10.58304
03011,7.2374
03012,5.35491
03013,219.21694
03014,7.0
03015,10.31533
03016,5.91608
03017,3.93651
03018,11.47485
03019,78.09646
0302,12925.03676
03020,7.0021
03021,2.90004
03022,93.19571
03023,534.06985
03024,11.0469
03025,42.68501
03026,18.95622
03027,35.30029
03028,9.65742
03029,19.58327
0303,3055.73675
03030,11.23106
03031,4.83423
03032,4.78543
03033,2.98343
03034,14.8894
03035,4.12435
03036,560.56975
03037,4.51193
03038,11.52689
03039,9.03186
03040,15.19648
03041,18.87631
03042,13.30408
03043,38.23558
03044,22.1519
03045,22.12118
03046,78.76874
03047,12.14431
03048,77.5375
03049,2.04704
03050,14.4142
03051,7.98596
03052,17.40967
03053,73.88298
03054,10.04793
03055,20.13643
03056,10.91111
03057,5.0
03058,4.82143
03059,6.98681
03060,16.04285
03061,7.49968
03062,15.37996
03063,25.18615
03064,6.22219
03065,22.10447
03066,11.52592
03067,3.97015
03068,4.53782
03069,18.20366
03070,0.98561
03071,3.5393
03072,4.96268
03073,5.71525
03074,46.66041
03075,7.47929
03076,2.9726
03077,3.0
03078,11.47418
03079,1.7825
03080,12.70413
03081,5.42395
03082,1804.87878
03083,12.12949
03084,136.38869
03085,10.525
03086,9.23277
03087,35.29351
03088,12.84631
03089,1.97468
03090,7.33722
03091,10.3193
03092,18.11942
03093,13.70822
03094,54.26021
03095,1106.54997
03096,1.01124
03097,7.42464
03098,226.32708
03099,14.69272
031,39900.38706
03100,56.26166
03101,484.24363999999997
03102,893.41108
03103,281.30316999999997
03104,344.13801
03105,264.91717
03106,300.93105
03107,68.74859
03108,13.13027
03109,18.34002
03110,20.29342
03111,35.32376
03112,19.04368
03113,21.37592
03114,4.13334
03115,12.20276
03116,11.76177
03117,11.82852
03118,1427.49453
03119,12.78585
03120,23.55711
03121,12.35367
03122,6.17058
03124,4.0
03125,4.7619
03126,26.82684
03127,26.84648
03128,73.72662
03129,11.14602
03130,15.78582
03131,16.80608
03132,26.98617
03133,19.19696
03134,6.0625
03135,17.75292
03136,4.19417
03137,5.12856
03138,857.54665
03139,16.20175
03140,32.08256
03141,5.88235
03142,8.02224
03143,7.82609
03144,7.43523
03145,5.98731
03146,1.97348
03147,4.02395
03148,7.06539
03149,8.31446
03150,5.78207
03151,2.63874
03152,12.70017
03154,8.19336
03155,119.41455
03156,32.08281
03157,13.02354
03158,9.64138
03159,31.30918
03160,14.45476
03161,65.61048
03162,1.005
03163,17.66372
03164,7.76226
03165,103.0445
03166,6.04708
03167,8.14153
03168,22.00468
03169,6.73938
03170,0.97674
03171,5.0177
03172,5.04132
03173,47.07704
03174,20.07466
03175,14.56425
03176,12.28963
03177,6.95972
03178,10.19869
03179,3.9789
03180,7.41068
03181,16.6471
03182,5.03498
03183,28.29748
03184,8.50147
03185,9886.40018
03186,356.40223000000003
03187,10.81153
03188,5.73983
03189,50.16692
03190,7910.24451
03191,12.22341
03192,3.76195
03193,5.16043
03194,5.20325
03195,93.37507
03196,6.14815
03197,46.37392
03198,6.82587
032,31822.660340000002
03200,25.65778
03201,382.74566000000004
03202,484.53381
03203,625.99321
03204,14.41343
03205,11.90394
03206,7.85629
03207,11.82093
03208,11.72675
03209,3.01987
03210,10.71079
03211,84.31727
03212,21.99549
03213,5.01359
03214,12.21479
03215,10.94179
03216,7.08092
03217,17.9094
03218,4.12202
03219,6.01745
03220,20.0783
03221,35.19621
03222,3.57282
03223,17.87051
03224,9.47936
03225,19.60868
03226,7.29897
03227,7.20968
03229,18.92653
03230,6.79514
03231,8.0
03232,4.84877
03233,1.99499
03234,14.04937
03235,46.68148
03236,237.25056
03237,17.45521
03238,29.29919
03239,6.74769
03240,17.24971
03241,20.57507
03242,11.33721
03243,2.93023
03244,6.78295
03246,11.84435
03247,37.4089
03248,7.71247
03249,10.7963
03250,9.30233
03251,15.5274
03252,6.26981
03253,9.19292
03254,1103.96566
03255,1.9863
03256,3.05742
03257,21.36954
03258,32.52663
03259,13.60044
03260,13.94652
03261,1.0
03262,41.38644
03263,3.9602
03264,157.23341
03265,24.93881
03266,8.02079
03267,18.33137
03268,9.54304
03269,4.82558
03270,3.02143
03271,14.62899
03272,8.07744
03273,7.05977
03274,10.02815
03275,109.09487
03276,1.03
03277,7.15568
03278,8.10811
03279,9.95773
03280,7.86957
03281,27.45755
03282,12.16447
03283,44.61564
03284,7.27282
03285,0.98333
03286,35.03345
03287,13.91889
03288,10.68825
03289,15.18602
03290,23.21456
03291,16.32611
03292,41.17821
03293,16.88779
03294,6.18182
03295,3.18462
03296,22.25228
03297,88.41925
03298,666.42652
03299,4.13726
033,39971.279559999995
03300,24.71941
03301,16.18042
03302,0.97436
03303,2.5902
03304,33.29264
03305,12.17824
03306,30.47763
03307,5.16206
03308,4.93421
03309,32.91338
03310,13303.203119999998
03311,8.99884
03312,7.94264
03313,9.33197
03314,15.31839
03315,68.7971
03316,18.20765
03317,13.17654
03319,11.82145
03320,43.92889
03321,749.05815
034,26394.0848
03401,4028.22342
035,31807.26646
03501,4915.86129
03502,7292.28245
036,32001.4041
037,23973.34474
038,30161.45745
039,32556.05285
04,101697.71631
040,19510.29548
04001,10.15718
04004,13.88484
04005,2.67391
04006,39.26822
04007,1.91667
04008,107.97588
04009,1.0
0401,13916.76062
04012,3.07068
04013,10.31061
04017,1.04082
04018,48.182
04019,660.02441
0402,20521.77743
04020,0.99242
04022,29.52546
04023,9.38095
04024,2.976
04025,13.13908
04026,1.91139
04027,4.78944
04028,4.0
0403,26336.67226
04030,2.84211
04031,27.06179
04032,9.14286
04033,13.94038
04034,33.55556
04035,4.13375
04036,16.60516
04037,1.0
04039,95.10019
0404,31796.81261
04040,6.77778
04041,8.23925
04042,5.87234
04043,6.75862
04045,52.76774
04046,16.18463
04047,10.36281
04049,999.74766
04051,3.04194
04053,2.99343
04054,1.91892
04055,9.51429
04057,8.0
04058,9.03139
04059,4.76806
04061,16.2759
04062,5.92308
04063,40.99607
04065,29.12818
04066,4.31546
04067,1.0
04068,12.00768
04069,1.07207
04070,3962.65559
04072,3.05455
04073,11.86062
04074,2.0
04075,5.86067
04076,83.52555
04077,2.96512
04079,41.48979
04081,8.94194
04084,18.68587
04085,2.0678
04086,8.70909
04087,3.94074
04088,1162.18168
04090,17.81413
04091,1.01751
04092,5.25424
04093,2.85484
04094,728.8050499999999
04096,43.63407
04097,7.9827
04099,2.82955
041,26105.345
04101,45.89347
04102,174.24007
04103,99.46789
04104,79.31152
04105,121.76627
04106,288.00382
04107,183.8214
04108,152.23384
04110,28.68365
04111,49.63828
